Фирма,Область,Город,Дата накл,Факт.адрес доставки,Юр. адрес клиента,Клиент,Код клиента,Код подразд кл,ОКПО клиента,Лицензия,Дата окончания лицензии,Код товара,Штрих-код товара,Товар,Код мориона,ЕИ,Производитель,Поставщик,Количество,Склад/филиал
"ТОВ ""БаДМ""",ЛЬВОВСКАЯ,РАВА-РУССКИЙ,10/11/2021,"м.Рава-Руська, вул.Львівська, 3","Львівська обл., Яворівський район, місто Яворів, ВУЛИЦЯ МАКОВЕЯ, будинок 94","РЕЦІПЕ, ТОВ",38501,38501_8,40452135,б/н,12/31/2065,1323006,,Протаргол пор.д/р-ра д/интраназ.прим.0.2г фл.№1+р-ль одн.конт.крыш-кап./,352806,ШТ,"ТОВ""Исток-Плюс"", м. Запоріжжя, Україна","Исток-плюс ООО,Запорожье(631)",2,Львов Сводный
"ТОВ ""БаДМ""",ЛЬВОВСКАЯ,РЕМЕНЕВ,10/4/2021,"с.Ременів, вул.Куземського, 14, прим.№1/5","Львівська обл., Кам`янка-Бузький район, село Жовтанці, вулиця Загаївська, будинок 21","Швець Ганна Орестівна, ФОП",44048,44048_1,3468707067,б/н,5/27/2050,1323009,,Протаргол Беби пор.д/р-ра д/интраназ.прим.0.1г фл.№1+р-ль одн.конт.крыш-кап.,410817,ШТ,"ТОВ""Исток-Плюс"", м. Запоріжжя, Україна","Исток-плюс ООО,Запорожье(631)",2,Львов Сводный
"ТОВ ""БаДМ""",ЛЬВОВСКАЯ,РОЗДОЛ,10/8/2021,"смт Розділ, вул.Шевченка, 3","Львівська обл,Миколаївська район.селище міського типу Розділ.вулиця Галицька. будинок 12","Овсяник А.Т, ФОП",44266,44266_1,3540904882,б/н,6/24/2050,1323009,,Протаргол Беби пор.д/р-ра д/интраназ.прим.0.1г фл.№1+р-ль одн.конт.крыш-кап.,410817,ШТ,"ТОВ""Исток-Плюс"", м. Запоріжжя, Україна","Исток-плюс ООО,Запорожье(631)",1,Львов Сводный
"ТОВ ""БаДМ""",ЛЬВОВСКАЯ,САМБОР,10/6/2021,"м.Самбір, вул.Валова, 44","Дніпропетровська обл., місто Дніпро, ВУЛИЦЯ ПАНІКАХИ, будинок 28-Д","МЕД - СЕРВІС ЛЬВІВ, ТОВ",33343,33343_75,34903875,АВ №599865,11/6/2100,4785001,4820104990139,"Протаргол пор.д/р-ра д/интраназ.прим.0,2г фл.№1 +р-ль конт.с наз.распыл./",605003,УП,"ТОВ ""Исток-Плюс"", Україна","Исток-плюс ООО,Запорожье(631)",2,Львов Сводный
"ТОВ ""БаДМ""",ЛЬВОВСКАЯ,САМБОР,10/11/2021,"м.Самбір, вул.Валова, 44","Дніпропетровська обл., місто Дніпро, ВУЛИЦЯ ПАНІКАХИ, будинок 28-Д","МЕД - СЕРВІС ЛЬВІВ, ТОВ",33343,33343_75,34903875,АВ №599865,11/6/2100,1323006,,Протаргол пор.д/р-ра д/интраназ.прим.0.2г фл.№1+р-ль одн.конт.крыш-кап./,352806,ШТ,"ТОВ""Исток-Плюс"", м. Запоріжжя, Україна","Исток-плюс ООО,Запорожье(631)",3,Львов Сводный
"ТОВ ""БаДМ""",ЛЬВОВСКАЯ,САМБОР,10/11/2021,"Львівська обл., м. Самбір, вул. Б. Хмельницького, , прим. 8","Івано-Франківська обл., місто Івано-Франківськ, ВУЛИЦЯ ГАЛИЦЬКА, будинок 130, квартира 8","ФАРМАЦЕВТИЧНА КОМПАНІЯ ""ЗДОРОВА РОДИНА"" , ПП",14892,14892_13,34078368,АВ №580068,3/29/2100,1323009,,Протаргол Беби пор.д/р-ра д/интраназ.прим.0.1г фл.№1+р-ль одн.конт.крыш-кап.,410817,ШТ,"ТОВ""Исток-Плюс"", м. Запоріжжя, Україна","Исток-плюс ООО,Запорожье(631)",1,Львов Сводный
"ТОВ ""БаДМ""",ЛЬВОВСКАЯ,СЛАВСЬКО,10/1/2021,"Львівська обл.,Сколівський р-н., смт.Славське вул.Архангельська,5А","Львівська обл., Сколівський район, селище міського типу Славське, ВУЛИЦЯ САГАЙДАЧНОГО, будинок 13, квартира 1","Отенія О.М., ФОП",25744,25744_1,2783217107,АВ №578524,12/31/2050,1323009,,Протаргол Беби пор.д/р-ра д/интраназ.прим.0.1г фл.№1+р-ль одн.конт.крыш-кап.,410817,ШТ,"ТОВ""Исток-Плюс"", м. Запоріжжя, Україна","Исток-плюс ООО,Запорожье(631)",2,Львов Сводный
"ТОВ ""БаДМ""",ЛЬВОВСКАЯ,СОКАЛЬ,10/11/2021,"м.Сокаль,вул..Я.Мудрого,26","Львівська обл., Сокальський район, село Перв`ятичі","АНІС, ТОВ",4771,04771_5,22339609,АВ №579709,12/31/2025,1323006,,Протаргол пор.д/р-ра д/интраназ.прим.0.2г фл.№1+р-ль одн.конт.крыш-кап./,352806,ШТ,"ТОВ""Исток-Плюс"", м. Запоріжжя, Україна","Исток-плюс ООО,Запорожье(631)",3,Львов Сводный
"ТОВ ""БаДМ""",ЛЬВОВСКАЯ,СОКАЛЬ,10/12/2021,"м.Сокаль, вул,Шептицького,63","Львівська обл., Сокальський р-н, місто Сокаль, ВУЛИЦЯ ШЕПТИЦЬКОГО, будинок 63","АПТЕКА ""СОКАЛЬ-ФАРМАЦІЯ"" ЛОР , КП",11185,11185_1,1973986,,,1323011,4820104990221,Ксероформ пор.накож.10г флак.карт.уп,657565,УП,"ТОВ""Исток-Плюс"", м. Запоріжжя, Україна","Исток-плюс ООО,Запорожье(631)",2,Львов Сводный
"ТОВ ""БаДМ""",ЛЬВОВСКАЯ,СОКАЛЬ,10/6/2021,"Львівська обл., м.Сокаль, вул.Шептицького, 51, прим.1","Львівська обл., місто Львів, ВУЛИЦЯ П.ПАНЧА, будинок 10, квартира 54","ДЕКАДА-2000, ТОВ",1116,01116_79,30478073,АВ №599338,12/31/2025,4785004,4820104990054,Магния Сульфат пор.д/орал.прим.25г саше /,91490,УП,"ТОВ ""Исток-Плюс"", Україна","Исток-плюс ООО,Запорожье(631)",5,Львов Сводный
"ТОВ ""БаДМ""",ЛЬВОВСКАЯ,СОКАЛЬ,10/11/2021,"Львівська обл., м.Сокаль, вул.Я.Мудрого, 26, КНП Сокальської районної ради Львівської області ""Сока","Львівська обл., місто Львів, ВУЛИЦЯ П.ПАНЧА, будинок 10, квартира 54","ДЕКАДА-2000, ТОВ",1116,01116_68,30478073,АВ №599338,12/31/2025,1323011,4820104990221,Ксероформ пор.накож.10г флак.карт.уп,657565,УП,"ТОВ""Исток-Плюс"", м. Запоріжжя, Україна","Исток-плюс ООО,Запорожье(631)",1,Львов Сводный
"ТОВ ""БаДМ""",ЛЬВОВСКАЯ,СТЕБНИК,10/1/2021,"м.Стебник, вул.Грушевського, 1","Київська обл.,м.Бровари,б-р Незалежності,17,секція 2, прим.1","АПТЕКА ДОБРОГО ДНЯ, ТОВ",33958,33958_9,39196410,АЕ № 194189,6/6/2060,4785001,4820104990139,"Протаргол пор.д/р-ра д/интраназ.прим.0,2г фл.№1 +р-ль конт.с наз.распыл./",605003,УП,"ТОВ ""Исток-Плюс"", Україна","Исток-плюс ООО,Запорожье(631)",2,Львов Сводный
"ТОВ ""БаДМ""",ЛЬВОВСКАЯ,СТЕБНИК,10/2/2021,"м.Стебник, вул.Грушевського, 1","Київська обл.,м.Бровари,б-р Незалежності,17,секція 2, прим.1","АПТЕКА ДОБРОГО ДНЯ, ТОВ",33958,33958_9,39196410,АЕ № 194189,6/6/2060,4785001,4820104990139,"Протаргол пор.д/р-ра д/интраназ.прим.0,2г фл.№1 +р-ль конт.с наз.распыл./",605003,УП,"ТОВ ""Исток-Плюс"", Україна","Исток-плюс ООО,Запорожье(631)",1,Львов Сводный
"ТОВ ""БаДМ""",ЛЬВОВСКАЯ,СТЕБНИК,10/6/2021,"м.Стебник, вул.Грушевського, 1","Київська обл.,м.Бровари,б-р Незалежності,17,секція 2, прим.1","АПТЕКА ДОБРОГО ДНЯ, ТОВ",33958,33958_9,39196410,АЕ № 194189,6/6/2060,4785001,4820104990139,"Протаргол пор.д/р-ра д/интраназ.прим.0,2г фл.№1 +р-ль конт.с наз.распыл./",605003,УП,"ТОВ ""Исток-Плюс"", Україна","Исток-плюс ООО,Запорожье(631)",3,Львов Сводный
"ТОВ ""БаДМ""",ЛЬВОВСКАЯ,СТЕБНИК,10/4/2021,"м.Стебник, вул.Грушевського, 1","Київська обл.,м.Бровари,б-р Незалежності,17,секція 2, прим.1","АПТЕКА ДОБРОГО ДНЯ, ТОВ",33958,33958_9,39196410,АЕ № 194189,6/6/2060,4785007,4820104990207,Сорбит пищев.доб. 500г в полиэт.пакетах.в уп.,693911,УП,"ТОВ ""Исток-Плюс"", Україна","Исток-плюс ООО,Запорожье(631)",1,Львов Сводный
"ТОВ ""БаДМ""",ЛЬВОВСКАЯ,СТРЫЙ,10/11/2021,"м.Стрий, вул.Коссака, 9, пологовий будинок","Львівська обл., місто Львів, ВУЛИЦЯ П.ПАНЧА, будинок 10, квартира 54","ДЕКАДА-2000, ТОВ",1116,01116_27,30478073,АВ №599338,12/31/2025,1323011,4820104990221,Ксероформ пор.накож.10г флак.карт.уп,657565,УП,"ТОВ""Исток-Плюс"", м. Запоріжжя, Україна","Исток-плюс ООО,Запорожье(631)",1,Львов Сводный
"ТОВ ""БаДМ""",ЛЬВОВСКАЯ,СТРЫЙ,10/5/2021,"Львівська обл., м.Стрий, вул.Сколівська, 16А","Львівська обл., місто Львів, ВУЛИЦЯ П.ПАНЧА, будинок 10, квартира 54","ДЕКАДА-2000, ТОВ",1116,01116_73,30478073,АВ №599338,12/31/2025,1323009,,Протаргол Беби пор.д/р-ра д/интраназ.прим.0.1г фл.№1+р-ль одн.конт.крыш-кап.,410817,ШТ,"ТОВ""Исток-Плюс"", м. Запоріжжя, Україна","Исток-плюс ООО,Запорожье(631)",1,Львов Сводный
"ТОВ ""БаДМ""",ЛЬВОВСКАЯ,СТРЫЙ,10/4/2021,"м.Стрий вул Саксаганського,2","Львівська обл., Стрийський район, село Станків, ВУЛИЦЯ ЗАЛІЗНЯКА, будинок 1","Руно ООО, Стрый",8731,08731_1,22388938,АВ598158,12/31/2031,4785004,4820104990054,Магния Сульфат пор.д/орал.прим.25г саше /,91490,УП,"ТОВ ""Исток-Плюс"", Україна","Исток-плюс ООО,Запорожье(631)",5,Львов Сводный
"ТОВ ""БаДМ""",ЛЬВОВСКАЯ,СТРЫЙ,10/11/2021,"м.Стрий, вул.Зелена, 25","Київська обл., м. Київ, вул. Межова, буд. 18","Фармастор , ТОВ",15678,15678_295,34048360,АЕ №295239,12/31/2025,1323011,4820104990221,Ксероформ пор.накож.10г флак.карт.уп,657565,УП,"ТОВ""Исток-Плюс"", м. Запоріжжя, Україна","Исток-плюс ООО,Запорожье(631)",1,Львов Сводный
"ТОВ ""БаДМ""",ЛЬВОВСКАЯ,СУДОВА ВИШНЯ,10/13/2021,"м.Судова Вишня, вул. Сагайдачного, 5","Львівська обл., Пустомитівський район, місто Пустомити, ВУЛИЦЯ ГРУШЕВСЬКОГО, будинок 68","Аптека Аронія , ПП",24700,24700_75,36450032,АГ №501258,12/31/2100,4785001,4820104990139,"Протаргол пор.д/р-ра д/интраназ.прим.0,2г фл.№1 +р-ль конт.с наз.распыл./",605003,УП,"ТОВ ""Исток-Плюс"", Україна","Исток-плюс ООО,Запорожье(631)",1,Львов Сводный
"ТОВ ""БаДМ""",ЛЬВОВСКАЯ,СУДОВА ВИШНЯ,10/8/2021,"м.Судова Вишня, площа Франка І., 13-б","Львівська обл., Пустомитівський район, місто Пустомити, ВУЛИЦЯ ГРУШЕВСЬКОГО, будинок 68","Аптека Аронія , ПП",24700,24700_76,36450032,АГ №501258,12/31/2100,4785001,4820104990139,"Протаргол пор.д/р-ра д/интраназ.прим.0,2г фл.№1 +р-ль конт.с наз.распыл./",605003,УП,"ТОВ ""Исток-Плюс"", Україна","Исток-плюс ООО,Запорожье(631)",2,Львов Сводный
"ТОВ ""БаДМ""",ЛЬВОВСКАЯ,СУДОВА ВИШНЯ,10/11/2021,"м.Судова Вишня, площа Франка І., 13-б","Львівська обл., Пустомитівський район, місто Пустомити, ВУЛИЦЯ ГРУШЕВСЬКОГО, будинок 68","Аптека Аронія , ПП",24700,24700_76,36450032,АГ №501258,12/31/2100,4785001,4820104990139,"Протаргол пор.д/р-ра д/интраназ.прим.0,2г фл.№1 +р-ль конт.с наз.распыл./",605003,УП,"ТОВ ""Исток-Плюс"", Україна","Исток-плюс ООО,Запорожье(631)",2,Львов Сводный
"ТОВ ""БаДМ""",ЛЬВОВСКАЯ,СУДОВА ВИШНЯ,10/8/2021,"м.Судова Вишня, вул. Сагайдачного, 5","Львівська обл., Пустомитівський район, місто Пустомити, ВУЛИЦЯ ГРУШЕВСЬКОГО, будинок 68","Аптека Аронія , ПП",24700,24700_75,36450032,АГ №501258,12/31/2100,4785001,4820104990139,"Протаргол пор.д/р-ра д/интраназ.прим.0,2г фл.№1 +р-ль конт.с наз.распыл./",605003,УП,"ТОВ ""Исток-Плюс"", Україна","Исток-плюс ООО,Запорожье(631)",2,Львов Сводный
